Date;Zone Name;Rainy Day;Population;Median Salary (EUR);Shops per 1k hab;Hospitals per 1M hab;Childcare per 100 children under 3 y.o.;Public_Transport_Quality;Infrastructure_Quality;Traffic
01/07/2015;Zone A;0;29481.4082;2032.0716;56.9231;49.8374;15.2662;0.071;0.1665;17943.0
02/07/2015;Zone A;1;29476.2508;2032.0654;56.9368;49.8398;15.2646;0.071;0.1666;18482.0
03/07/2015;Zone A;0;29471.0949;2032.0592;56.9504;49.8422;15.263;0.071;0.1666;17944.0
04/07/2015;Zone A;1;29465.9403;2032.0529;56.9641;49.8446;15.2615;0.0711;0.1667;19407.0
05/07/2015;Zone A;1;29460.787;2032.0467;56.9777;49.847;15.2599;0.0711;0.1668;19408.0
06/07/2015;Zone A;0;29455.6351;2032.0405;56.9914;49.8494;15.2583;0.0711;0.1668;17946.0
07/07/2015;Zone A;0;29450.4846;2032.0343;57.0051;49.8518;15.2567;0.0711;0.1669;17946.0
08/07/2015;Zone A;0;29445.3355;2032.0281;57.0187;49.8542;15.2551;0.0712;0.167;17947.0
09/07/2015;Zone A;0;29440.1877;2032.0219;57.0324;49.8566;15.2535;0.0712;0.167;17947.0
10/07/2015;Zone A;0;29435.0413;2032.0157;57.0461;49.859;15.252;0.0712;0.1671;17948.0
11/07/2015;Zone A;1;29429.8962;2032.0095;57.0598;49.8614;15.2504;0.0712;0.1672;19412.0
12/07/2015;Zone A;1;29424.7525;2032.0033;57.0735;49.8638;15.2488;0.0712;0.1672;19412.0
13/07/2015;Zone A;0;29419.6101;2031.997;57.0872;49.8662;15.2472;0.0713;0.1673;17950.0
14/07/2015;Zone A;0;29414.4692;2031.9908;57.1009;49.8686;15.2456;0.0713;0.1674;17950.0
15/07/2015;Zone A;0;29409.3295;2031.9846;57.1146;49.871;15.2441;0.0713;0.1674;17951.0
16/07/2015;Zone A;1;29404.1913;2031.9784;57.1283;49.8734;15.2425;0.0713;0.1675;18490.0
17/07/2015;Zone A;1;29399.0544;2031.9722;57.142;49.8758;15.2409;0.0714;0.1676;18491.0
18/07/2015;Zone A;1;29393.9188;2031.966;57.1557;49.8782;15.2393;0.0714;0.1676;19416.0
19/07/2015;Zone A;0;29388.7846;2031.9598;57.1694;49.8806;15.2378;0.0714;0.1677;18851.0
20/07/2015;Zone A;0;29383.6518;2031.9536;57.1831;49.883;15.2362;0.0714;0.1678;17954.0
21/07/2015;Zone A;0;29378.5204;2031.9474;57.1969;49.8854;15.2346;0.0715;0.1678;17954.0
22/07/2015;Zone A;1;29373.3902;2031.9413;57.2106;49.8878;15.233;0.0715;0.1679;18494.0
23/07/2015;Zone A;0;29368.2615;2031.9351;57.2243;49.8902;15.2315;0.0715;0.168;17956.0
24/07/2015;Zone A;0;29363.1341;2031.9289;57.2381;49.8926;15.2299;0.0715;0.168;17956.0
25/07/2015;Zone A;1;29358.008;2031.9227;57.2518;49.895;15.2283;0.0716;0.1681;19420.0
26/07/2015;Zone A;0;29352.8834;2031.9165;57.2655;49.8974;15.2267;0.0716;0.1682;18856.0
27/07/2015;Zone A;1;29347.76;2031.9103;57.2793;49.8998;15.2252;0.0716;0.1682;18497.0
28/07/2015;Zone A;1;29342.6381;2031.9041;57.293;49.9022;15.2236;0.0716;0.1683;18498.0
29/07/2015;Zone A;0;29337.5174;2031.8979;57.3068;49.9046;15.222;0.0716;0.1684;17960.0
30/07/2015;Zone A;0;29332.3982;2031.8917;57.3206;49.907;15.2204;0.0717;0.1684;17960.0
31/07/2015;Zone A;0;29327.2803;2031.8856;57.3343;49.9094;15.2189;0.0717;0.1685;17961.0
01/08/2015;Zone A;0;29322.1637;2031.8794;57.3481;49.9118;15.2173;0.0717;0.1685;18859.0
02/08/2015;Zone A;1;29317.0485;2031.8732;57.3619;49.9142;15.2157;0.0717;0.1686;19426.0
03/08/2015;Zone A;0;29311.9347;2031.867;57.3757;49.9166;15.2141;0.0718;0.1687;17962.0
04/08/2015;Zone A;0;29306.8222;2031.8608;57.3894;49.919;15.2126;0.0718;0.1687;17963.0
05/08/2015;Zone A;0;29301.711;2031.8546;57.4032;49.9214;15.211;0.0718;0.1688;17964.0
06/08/2015;Zone A;0;29296.6012;2031.8485;57.417;49.9238;15.2094;0.0718;0.1689;17964.0
07/08/2015;Zone A;1;29291.4928;2031.8423;57.4308;49.9262;15.2079;0.0719;0.1689;18504.0
08/08/2015;Zone A;1;29286.3857;2031.8361;57.4446;49.9286;15.2063;0.0719;0.169;19430.0
09/08/2015;Zone A;0;29281.28;2031.8299;57.4584;49.931;15.2047;0.0719;0.1691;18864.0
10/08/2015;Zone A;1;29276.1756;2031.8238;57.4722;49.9334;15.2032;0.0719;0.1691;18506.0
11/08/2015;Zone A;0;29271.0725;2031.8176;57.486;49.9358;15.2016;0.072;0.1692;17967.0
12/08/2015;Zone A;1;29265.9709;2031.8114;57.4998;49.9382;15.2;0.072;0.1693;18507.0
13/08/2015;Zone A;1;29260.8705;2031.8053;57.5136;49.9406;15.1984;0.072;0.1693;18507.0
14/08/2015;Zone A;1;29255.7715;2031.7991;57.5275;49.943;15.1969;0.072;0.1694;18508.0
15/08/2015;Zone A;0;29250.6739;2031.7929;57.5413;49.9455;15.1953;0.072;0.1695;18868.0
16/08/2015;Zone A;1;29245.5776;2031.7868;57.5551;49.9479;15.1937;0.0721;0.1695;19435.0
17/08/2015;Zone A;0;29240.4827;2031.7806;57.569;49.9503;15.1922;0.0721;0.1696;17971.0
18/08/2015;Zone A;0;29235.3891;2031.7744;57.5828;49.9527;15.1906;0.0721;0.1697;17972.0
19/08/2015;Zone A;1;29230.2968;2031.7683;57.5966;49.9551;15.189;0.0721;0.1697;18511.0
20/08/2015;Zone A;0;29225.2059;2031.7621;57.6105;49.9575;15.1875;0.0722;0.1698;17973.0
21/08/2015;Zone A;0;29220.1164;2031.756;57.6243;49.9599;15.1859;0.0722;0.1699;17974.0
22/08/2015;Zone A;0;29215.0282;2031.7498;57.6382;49.9623;15.1844;0.0722;0.1699;18873.0
23/08/2015;Zone A;0;29209.9413;2031.7436;57.652;49.9647;15.1828;0.0722;0.17;18874.0
24/08/2015;Zone A;1;29204.8558;2031.7375;57.6659;49.9671;15.1812;0.0723;0.1701;18515.0
25/08/2015;Zone A;1;29199.7717;2031.7313;57.6798;49.9695;15.1797;0.0723;0.1701;18515.0
26/08/2015;Zone A;0;29194.6888;2031.7252;57.6936;49.9719;15.1781;0.0723;0.1702;17977.0
27/08/2015;Zone A;1;29189.6074;2031.719;57.7075;49.9743;15.1765;0.0723;0.1703;18517.0
28/08/2015;Zone A;0;29184.5272;2031.7129;57.7214;49.9767;15.175;0.0724;0.1703;17978.0
29/08/2015;Zone A;0;29179.4484;2031.7067;57.7353;49.9791;15.1734;0.0724;0.1704;18877.0
30/08/2015;Zone A;1;29174.371;2031.7006;57.7492;49.9815;15.1719;0.0724;0.1705;19444.0
31/08/2015;Zone A;0;29169.2949;2031.6944;57.763;49.984;15.1703;0.0724;0.1705;17980.0
01/09/2015;Zone A;1;29164.2201;2031.6883;57.7769;49.9864;15.1687;0.0725;0.1706;18520.0
02/09/2015;Zone A;1;29159.1467;2031.6821;57.7908;49.9888;15.1672;0.0725;0.1707;18520.0
03/09/2015;Zone A;1;29154.0746;2031.676;57.8047;49.9912;15.1656;0.0725;0.1707;18521.0
04/09/2015;Zone A;0;29149.0039;2031.6699;57.8186;49.9936;15.1641;0.0725;0.1708;17982.0
05/09/2015;Zone A;1;29143.9345;2031.6637;57.8326;49.996;15.1625;0.0725;0.1709;19449.0
06/09/2015;Zone A;0;29138.8665;2031.6576;57.8465;49.9984;15.1609;0.0726;0.1709;18883.0
07/09/2015;Zone A;0;29133.7998;2031.6514;57.8604;50.0008;15.1594;0.0726;0.171;17984.0
08/09/2015;Zone A;0;29128.7344;2031.6453;57.8743;50.0032;15.1578;0.0726;0.1711;17985.0
09/09/2015;Zone A;0;29123.6704;2031.6392;57.8882;50.0056;15.1563;0.0726;0.1711;17985.0
10/09/2015;Zone A;0;29118.6077;2031.633;57.9022;50.008;15.1547;0.0727;0.1712;17986.0
11/09/2015;Zone A;1;29113.5463;2031.6269;57.9161;50.0104;15.1532;0.0727;0.1713;18526.0
12/09/2015;Zone A;0;29108.4863;2031.6208;57.93;50.0129;15.1516;0.0727;0.1713;18887.0
13/09/2015;Zone A;0;29103.4277;2031.6146;57.944;50.0153;15.15;0.0727;0.1714;18887.0
14/09/2015;Zone A;0;29098.3703;2031.6085;57.9579;50.0177;15.1485;0.0728;0.1715;17989.0
15/09/2015;Zone A;0;29093.3143;2031.6024;57.9719;50.0201;15.1469;0.0728;0.1715;17989.0
16/09/2015;Zone A;0;29088.2597;2031.5962;57.9858;50.0225;15.1454;0.0728;0.1716;17990.0
17/09/2015;Zone A;0;29083.2063;2031.5901;57.9998;50.0249;15.1438;0.0728;0.1717;17991.0
18/09/2015;Zone A;0;29078.1544;2031.584;58.0138;50.0273;15.1423;0.0729;0.1717;17991.0
19/09/2015;Zone A;0;29073.1037;2031.5779;58.0277;50.0297;15.1407;0.0729;0.1718;18891.0
20/09/2015;Zone A;0;29068.0544;2031.5717;58.0417;50.0321;15.1392;0.0729;0.1719;18892.0
21/09/2015;Zone A;1;29063.0064;2031.5656;58.0557;50.0346;15.1376;0.0729;0.1719;18533.0
22/09/2015;Zone A;0;29057.9598;2031.5595;58.0696;50.037;15.1361;0.073;0.172;17994.0
23/09/2015;Zone A;0;29052.9145;2031.5534;58.0836;50.0394;15.1345;0.073;0.1721;17994.0
24/09/2015;Zone A;0;29047.8705;2031.5473;58.0976;50.0418;15.133;0.073;0.1721;17995.0
25/09/2015;Zone A;0;29042.8279;2031.5411;58.1116;50.0442;15.1314;0.073;0.1722;17996.0
26/09/2015;Zone A;0;29037.7866;2031.535;58.1256;50.0466;15.1299;0.0731;0.1723;18896.0
27/09/2015;Zone A;1;29032.7466;2031.5289;58.1396;50.049;15.1283;0.0731;0.1723;19463.0
28/09/2015;Zone A;0;29027.708;2031.5228;58.1536;50.0514;15.1268;0.0731;0.1724;17997.0
29/09/2015;Zone A;0;29022.6707;2031.5167;58.1676;50.0539;15.1252;0.0731;0.1725;17998.0
30/09/2015;Zone A;1;29017.6347;2031.5106;58.1816;50.0563;15.1237;0.0731;0.1726;18539.0
01/10/2015;Zone A;0;29012.6001;2031.5045;58.1956;50.0587;15.1221;0.0732;0.1726;17999.0
02/10/2015;Zone A;0;29007.5668;2031.4984;58.2097;50.0611;15.1206;0.0732;0.1727;18000.0
03/10/2015;Zone A;0;29002.5348;2031.4922;58.2237;50.0635;15.119;0.0732;0.1728;18901.0
04/10/2015;Zone A;1;28997.5042;2031.4861;58.2377;50.0659;15.1175;0.0732;0.1728;19469.0
05/10/2015;Zone A;0;28992.4749;2031.48;58.2517;50.0683;15.1159;0.0733;0.1729;18002.0
06/10/2015;Zone A;0;28987.4469;2031.4739;58.2658;50.0708;15.1144;0.0733;0.173;18003.0
07/10/2015;Zone A;0;28982.4202;2031.4678;58.2798;50.0732;15.1128;0.0733;0.173;18003.0
08/10/2015;Zone A;1;28977.3949;2031.4617;58.2939;50.0756;15.1113;0.0733;0.1731;18544.0
09/10/2015;Zone A;0;28972.3709;2031.4556;58.3079;50.078;15.1097;0.0734;0.1732;18005.0
10/10/2015;Zone A;0;28967.3483;2031.4495;58.322;50.0804;15.1082;0.0734;0.1732;18905.0
11/10/2015;Zone A;0;28962.3269;2031.4434;58.336;50.0828;15.1066;0.0734;0.1733;18906.0
12/10/2015;Zone A;0;28957.3069;2031.4373;58.3501;50.0852;15.1051;0.0734;0.1734;18007.0
13/10/2015;Zone A;1;28952.2883;2031.4312;58.3641;50.0877;15.1036;0.0735;0.1734;18547.0
14/10/2015;Zone A;0;28947.2709;2031.4251;58.3782;50.0901;15.102;0.0735;0.1735;18008.0
15/10/2015;Zone A;0;28942.2549;2031.419;58.3923;50.0925;15.1005;0.0735;0.1736;18009.0
16/10/2015;Zone A;0;28937.2402;2031.4129;58.4064;50.0949;15.0989;0.0735;0.1736;18009.0
17/10/2015;Zone A;0;28932.2268;2031.4069;58.4204;50.0973;15.0974;0.0736;0.1737;18910.0
18/10/2015;Zone A;0;28927.2148;2031.4008;58.4345;50.0997;15.0958;0.0736;0.1738;18911.0
19/10/2015;Zone A;1;28922.2041;2031.3947;58.4486;50.1022;15.0943;0.0736;0.1738;18551.0
20/10/2015;Zone A;0;28917.1947;2031.3886;58.4627;50.1046;15.0928;0.0736;0.1739;18012.0
21/10/2015;Zone A;1;28912.1866;2031.3825;58.4768;50.107;15.0912;0.0737;0.174;18553.0
22/10/2015;Zone A;1;28907.1799;2031.3764;58.4909;50.1094;15.0897;0.0737;0.174;18553.0
23/10/2015;Zone A;0;28902.1745;2031.3703;58.505;50.1118;15.0881;0.0737;0.1741;18014.0
24/10/2015;Zone A;0;28897.1704;2031.3643;58.5191;50.1142;15.0866;0.0737;0.1742;18915.0
25/10/2015;Zone A;0;28892.1676;2031.3582;58.5332;50.1167;15.0851;0.0738;0.1742;18916.0
26/10/2015;Zone A;0;28887.1662;2031.3521;58.5474;50.1191;15.0835;0.0738;0.1743;18016.0
27/10/2015;Zone A;0;28882.1661;2031.346;58.5615;50.1215;15.082;0.0738;0.1744;18017.0
28/10/2015;Zone A;0;28877.1673;2031.3399;58.5756;50.1239;15.0804;0.0738;0.1744;18017.0
29/10/2015;Zone A;0;28872.1698;2031.3339;58.5897;50.1263;15.0789;0.0738;0.1745;18018.0
30/10/2015;Zone A;1;28867.1737;2031.3278;58.6039;50.1288;15.0774;0.0739;0.1746;18559.0
31/10/2015;Zone A;0;28862.1788;2031.3217;58.618;50.1312;15.0758;0.0739;0.1747;18920.0
01/11/2015;Zone A;0;28857.1853;2031.3156;58.6321;50.1336;15.0743;0.0739;0.1747;18921.0
02/11/2015;Zone A;0;28852.1931;2031.3096;58.6463;50.136;15.0728;0.0739;0.1748;18021.0
03/11/2015;Zone A;1;28847.2023;2031.3035;58.6604;50.1384;15.0712;0.074;0.1749;18562.0
04/11/2015;Zone A;1;28842.2127;2031.2974;58.6746;50.1409;15.0697;0.074;0.1749;18562.0
05/11/2015;Zone A;1;28837.2245;2031.2913;58.6888;50.1433;15.0682;0.074;0.175;18563.0
06/11/2015;Zone A;1;28832.2376;2031.2853;58.7029;50.1457;15.0666;0.074;0.1751;18564.0
07/11/2015;Zone A;0;28827.252;2031.2792;58.7171;50.1481;15.0651;0.0741;0.1751;18925.0
08/11/2015;Zone A;1;28822.2678;2031.2731;58.7313;50.1505;15.0636;0.0741;0.1752;19493.0
09/11/2015;Zone A;1;28817.2848;2031.2671;58.7454;50.153;15.062;0.0741;0.1753;18566.0
10/11/2015;Zone A;1;28812.3032;2031.261;58.7596;50.1554;15.0605;0.0741;0.1753;18567.0
11/11/2015;Zone A;1;28807.3229;2031.255;58.7738;50.1578;15.059;0.0742;0.1754;18567.0
12/11/2015;Zone A;1;28802.3439;2031.2489;58.788;50.1602;15.0574;0.0742;0.1755;18568.0
13/11/2015;Zone A;0;28797.3662;2031.2428;58.8022;50.1626;15.0559;0.0742;0.1755;18028.0
14/11/2015;Zone A;0;28792.3898;2031.2368;58.8164;50.1651;15.0544;0.0742;0.1756;18930.0
15/11/2015;Zone A;1;28787.4148;2031.2307;58.8306;50.1675;15.0528;0.0743;0.1757;19499.0
16/11/2015;Zone A;0;28782.4411;2031.2247;58.8448;50.1699;15.0513;0.0743;0.1758;18030.0
17/11/2015;Zone A;0;28777.4687;2031.2186;58.859;50.1723;15.0498;0.0743;0.1758;18030.0
18/11/2015;Zone A;1;28772.4976;2031.2126;58.8732;50.1748;15.0482;0.0743;0.1759;18572.0
19/11/2015;Zone A;0;28767.5278;2031.2065;58.8874;50.1772;15.0467;0.0744;0.176;18032.0
20/11/2015;Zone A;0;28762.5593;2031.2005;58.9016;50.1796;15.0452;0.0744;0.176;18032.0
21/11/2015;Zone A;0;28757.5922;2031.1944;58.9159;50.182;15.0436;0.0744;0.1761;18935.0
22/11/2015;Zone A;0;28752.6263;2031.1884;58.9301;50.1845;15.0421;0.0744;0.1762;18936.0
23/11/2015;Zone A;1;28747.6618;2031.1823;58.9443;50.1869;15.0406;0.0745;0.1762;18575.0
24/11/2015;Zone A;0;28742.6986;2031.1763;58.9586;50.1893;15.0391;0.0745;0.1763;18035.0
25/11/2015;Zone A;0;28737.7367;2031.1702;58.9728;50.1917;15.0375;0.0745;0.1764;18036.0
26/11/2015;Zone A;0;28732.7761;2031.1642;58.987;50.1941;15.036;0.0745;0.1764;18037.0
27/11/2015;Zone A;1;28727.8168;2031.1581;59.0013;50.1966;15.0345;0.0746;0.1765;18578.0
28/11/2015;Zone A;0;28722.8589;2031.1521;59.0155;50.199;15.033;0.0746;0.1766;18940.0
29/11/2015;Zone A;0;28717.9022;2031.146;59.0298;50.2014;15.0314;0.0746;0.1766;18940.0
30/11/2015;Zone A;0;28712.9469;2031.14;59.0441;50.2038;15.0299;0.0746;0.1767;18039.0
01/12/2015;Zone A;1;28707.9929;2031.134;59.0583;50.2063;15.0284;0.0747;0.1768;18581.0
02/12/2015;Zone A;0;28703.0402;2031.1279;59.0726;50.2087;15.0269;0.0747;0.1769;18041.0
03/12/2015;Zone A;0;28698.0887;2031.1219;59.0869;50.2111;15.0253;0.0747;0.1769;18041.0
04/12/2015;Zone A;0;28693.1387;2031.1159;59.1012;50.2135;15.0238;0.0747;0.177;18042.0
05/12/2015;Zone A;0;28688.1899;2031.1098;59.1154;50.216;15.0223;0.0748;0.1771;18945.0
06/12/2015;Zone A;0;28683.2424;2031.1038;59.1297;50.2184;15.0208;0.0748;0.1771;18946.0
07/12/2015;Zone A;0;28678.2962;2031.0978;59.144;50.2208;15.0192;0.0748;0.1772;18044.0
08/12/2015;Zone A;0;28673.3514;2031.0917;59.1583;50.2233;15.0177;0.0748;0.1773;18045.0
09/12/2015;Zone A;0;28668.4078;2031.0857;59.1726;50.2257;15.0162;0.0749;0.1773;18045.0
10/12/2015;Zone A;0;28663.4656;2031.0797;59.1869;50.2281;15.0147;0.0749;0.1774;18046.0
11/12/2015;Zone A;1;28658.5246;2031.0736;59.2012;50.2305;15.0132;0.0749;0.1775;18588.0
12/12/2015;Zone A;0;28653.585;2031.0676;59.2155;50.233;15.0116;0.0749;0.1775;18950.0
13/12/2015;Zone A;0;28648.6467;2031.0616;59.2298;50.2354;15.0101;0.0749;0.1776;18951.0
14/12/2015;Zone A;0;28643.7097;2031.0556;59.2442;50.2378;15.0086;0.075;0.1777;18049.0
15/12/2015;Zone A;0;28638.774;2031.0495;59.2585;50.2402;15.0071;0.075;0.1778;18050.0
16/12/2015;Zone A;0;28633.8396;2031.0435;59.2728;50.2427;15.0056;0.075;0.1778;18050.0
17/12/2015;Zone A;0;28628.9065;2031.0375;59.2871;50.2451;15.004;0.075;0.1779;18051.0
18/12/2015;Zone A;1;28623.9747;2031.0315;59.3015;50.2475;15.0025;0.0751;0.178;18593.0
19/12/2015;Zone A;0;28619.0442;2031.0255;59.3158;50.25;15.001;0.0751;0.178;18955.0
20/12/2015;Zone A;1;28614.115;2031.0195;59.3302;50.2524;14.9995;0.0751;0.1781;19525.0
21/12/2015;Zone A;1;28609.1871;2031.0134;59.3445;50.2548;14.998;0.0751;0.1782;18596.0
22/12/2015;Zone A;0;28604.2606;2031.0074;59.3589;50.2573;14.9964;0.0752;0.1782;18054.0
23/12/2015;Zone A;0;28599.3353;2031.0014;59.3732;50.2597;14.9949;0.0752;0.1783;18055.0
24/12/2015;Zone A;0;28594.4113;2030.9954;59.3876;50.2621;14.9934;0.0752;0.1784;18056.0
25/12/2015;Zone A;1;28589.4886;2030.9894;59.402;50.2645;14.9919;0.0752;0.1785;18599.0
26/12/2015;Zone A;1;28584.5673;2030.9834;59.4163;50.267;14.9904;0.0753;0.1785;19529.0
27/12/2015;Zone A;0;28579.6472;2030.9774;59.4307;50.2694;14.9889;0.0753;0.1786;18961.0
28/12/2015;Zone A;0;28574.7285;2030.9714;59.4451;50.2718;14.9874;0.0753;0.1787;18059.0
29/12/2015;Zone A;1;28569.811;2030.9654;59.4595;50.2743;14.9858;0.0753;0.1787;18601.0
30/12/2015;Zone A;0;28564.8949;2030.9594;59.4738;50.2767;14.9843;0.0754;0.1788;18060.0
31/12/2015;Zone A;0;28559.98;2030.9534;59.4882;50.2791;14.9828;0.0754;0.1789;18061.0
01/01/2016;Zone A;0;28557.9484;2030.9513;59.4891;50.2783;14.9822;0.0754;0.1789;18061.0
02/01/2016;Zone A;0;28555.917;2030.9493;59.4899;50.2775;14.9815;0.0754;0.179;18963.0
03/01/2016;Zone A;1;28553.8858;2030.9472;59.4907;50.2766;14.9808;0.0754;0.179;19532.0
04/01/2016;Zone A;0;28551.8548;2030.9452;59.4915;50.2758;14.9802;0.0754;0.1791;18060.0
05/01/2016;Zone A;0;28549.8241;2030.9431;59.4923;50.275;14.9795;0.0755;0.1792;18060.0
06/01/2016;Zone A;1;28547.7936;2030.9411;59.4931;50.2742;14.9789;0.0755;0.1792;18601.0
07/01/2016;Zone A;0;28545.7633;2030.939;59.494;50.2733;14.9782;0.0755;0.1793;18059.0
08/01/2016;Zone A;0;28543.7332;2030.937;59.4948;50.2725;14.9776;0.0755;0.1793;18059.0
09/01/2016;Zone A;0;28541.7034;2030.935;59.4956;50.2717;14.9769;0.0755;0.1794;18962.0
10/01/2016;Zone A;1;28539.6737;2030.9329;59.4964;50.2708;14.9763;0.0755;0.1794;19530.0
11/01/2016;Zone A;1;28537.6443;2030.9309;59.4972;50.27;14.9756;0.0755;0.1795;18600.0
12/01/2016;Zone A;1;28535.6151;2030.9288;59.498;50.2692;14.9749;0.0755;0.1795;18600.0
13/01/2016;Zone A;0;28533.5862;2030.9268;59.4989;50.2684;14.9743;0.0755;0.1796;18058.0
14/01/2016;Zone A;0;28531.5574;2030.9247;59.4997;50.2675;14.9736;0.0756;0.1797;18058.0
15/01/2016;Zone A;1;28529.5289;2030.9227;59.5005;50.2667;14.973;0.0756;0.1797;18599.0
16/01/2016;Zone A;0;28527.5006;2030.9207;59.5013;50.2659;14.9723;0.0756;0.1798;18960.0
17/01/2016;Zone A;0;28525.4726;2030.9186;59.5021;50.2651;14.9717;0.0756;0.1798;18960.0
18/01/2016;Zone A;0;28523.4447;2030.9166;59.5029;50.2642;14.971;0.0756;0.1799;18057.0
19/01/2016;Zone A;0;28521.4171;2030.9145;59.5038;50.2634;14.9704;0.0756;0.1799;18056.0
20/01/2016;Zone A;0;28519.3897;2030.9125;59.5046;50.2626;14.9697;0.0756;0.18;18056.0
21/01/2016;Zone A;0;28517.3625;2030.9104;59.5054;50.2617;14.969;0.0756;0.1801;18056.0
22/01/2016;Zone A;0;28515.3355;2030.9084;59.5062;50.2609;14.9684;0.0757;0.1801;18055.0
23/01/2016;Zone A;1;28513.3088;2030.9064;59.507;50.2601;14.9677;0.0757;0.1802;19527.0
24/01/2016;Zone A;1;28511.2823;2030.9043;59.5078;50.2593;14.9671;0.0757;0.1802;19527.0
25/01/2016;Zone A;1;28509.256;2030.9023;59.5087;50.2584;14.9664;0.0757;0.1803;18597.0
26/01/2016;Zone A;0;28507.2299;2030.9002;59.5095;50.2576;14.9658;0.0757;0.1803;18055.0
27/01/2016;Zone A;1;28505.204;2030.8982;59.5103;50.2568;14.9651;0.0757;0.1804;18596.0
28/01/2016;Zone A;1;28503.1784;2030.8962;59.5111;50.2559;14.9645;0.0757;0.1804;18596.0
29/01/2016;Zone A;0;28501.153;2030.8941;59.5119;50.2551;14.9638;0.0757;0.1805;18054.0
30/01/2016;Zone A;1;28499.1278;2030.8921;59.5127;50.2543;14.9632;0.0757;0.1806;19525.0
31/01/2016;Zone A;1;28497.1028;2030.89;59.5136;50.2535;14.9625;0.0758;0.1806;19525.0
01/02/2016;Zone A;1;28495.0781;2030.888;59.5144;50.2526;14.9619;0.0758;0.1807;18595.0
02/02/2016;Zone A;0;28493.0535;2030.886;59.5152;50.2518;14.9612;0.0758;0.1807;18053.0
03/02/2016;Zone A;1;28491.0292;2030.8839;59.516;50.251;14.9605;0.0758;0.1808;18594.0
04/02/2016;Zone A;0;28489.0052;2030.8819;59.5168;50.2502;14.9599;0.0758;0.1808;18052.0
05/02/2016;Zone A;0;28486.9813;2030.8798;59.5176;50.2493;14.9592;0.0758;0.1809;18052.0
06/02/2016;Zone A;0;28484.9577;2030.8778;59.5185;50.2485;14.9586;0.0758;0.181;18955.0
07/02/2016;Zone A;0;28482.9342;2030.8758;59.5193;50.2477;14.9579;0.0758;0.181;18954.0
08/02/2016;Zone A;0;28480.911;2030.8737;59.5201;50.2468;14.9573;0.0759;0.1811;18052.0
09/02/2016;Zone A;1;28478.8881;2030.8717;59.5209;50.246;14.9566;0.0759;0.1811;18593.0
10/02/2016;Zone A;1;28476.8653;2030.8696;59.5217;50.2452;14.956;0.0759;0.1812;18593.0
11/02/2016;Zone A;1;28474.8428;2030.8676;59.5225;50.2444;14.9553;0.0759;0.1812;18592.0
12/02/2016;Zone A;1;28472.8205;2030.8656;59.5234;50.2435;14.9547;0.0759;0.1813;18592.0
13/02/2016;Zone A;1;28470.7984;2030.8635;59.5242;50.2427;14.954;0.0759;0.1814;19522.0
14/02/2016;Zone A;1;28468.7765;2030.8615;59.525;50.2419;14.9534;0.0759;0.1814;19521.0
15/02/2016;Zone A;0;28466.7548;2030.8594;59.5258;50.2411;14.9527;0.0759;0.1815;18050.0
16/02/2016;Zone A;0;28464.7334;2030.8574;59.5266;50.2402;14.9521;0.0759;0.1815;18050.0
17/02/2016;Zone A;1;28462.7122;2030.8554;59.5275;50.2394;14.9514;0.076;0.1816;18591.0
18/02/2016;Zone A;0;28460.6912;2030.8533;59.5283;50.2386;14.9507;0.076;0.1816;18049.0
19/02/2016;Zone A;1;28458.6705;2030.8513;59.5291;50.2378;14.9501;0.076;0.1817;18590.0
20/02/2016;Zone A;1;28456.6499;2030.8493;59.5299;50.2369;14.9494;0.076;0.1818;19520.0
21/02/2016;Zone A;0;28454.6296;2030.8472;59.5307;50.2361;14.9488;0.076;0.1818;18951.0
22/02/2016;Zone A;1;28452.6095;2030.8452;59.5315;50.2353;14.9481;0.076;0.1819;18590.0
23/02/2016;Zone A;1;28450.5896;2030.8431;59.5324;50.2344;14.9475;0.076;0.1819;18589.0
24/02/2016;Zone A;0;28448.5699;2030.8411;59.5332;50.2336;14.9468;0.076;0.182;18048.0
25/02/2016;Zone A;0;28446.5505;2030.8391;59.534;50.2328;14.9462;0.0761;0.182;18047.0
26/02/2016;Zone A;0;28444.5313;2030.837;59.5348;50.232;14.9455;0.0761;0.1821;18047.0
27/02/2016;Zone A;1;28442.5123;2030.835;59.5356;50.2311;14.9449;0.0761;0.1822;19518.0
28/02/2016;Zone A;0;28440.4935;2030.833;59.5364;50.2303;14.9442;0.0761;0.1822;18949.0
29/02/2016;Zone A;0;28438.475;2030.8309;59.5373;50.2295;14.9436;0.0761;0.1823;18047.0
01/03/2016;Zone A;0;28436.4566;2030.8289;59.5381;50.2287;14.9429;0.0761;0.1823;18046.0
02/03/2016;Zone A;0;28434.4385;2030.8268;59.5389;50.2278;14.9423;0.0761;0.1824;18046.0
03/03/2016;Zone A;0;28432.4206;2030.8248;59.5397;50.227;14.9416;0.0761;0.1824;18046.0
04/03/2016;Zone A;1;28430.4029;2030.8228;59.5405;50.2262;14.941;0.0761;0.1825;18587.0
05/03/2016;Zone A;0;28428.3855;2030.8207;59.5413;50.2254;14.9403;0.0762;0.1826;18948.0
06/03/2016;Zone A;0;28426.3683;2030.8187;59.5422;50.2245;14.9397;0.0762;0.1826;18947.0
07/03/2016;Zone A;0;28424.3513;2030.8167;59.543;50.2237;14.939;0.0762;0.1827;18045.0
