Date;Zone Name;% Electric Cars;Average Consumption (kWh/km);Average Daily Distance (km/day)
30/07/2024;Zone A;0.56;0.03348573;40.03
31/07/2024;Zone A;0.56;0.03348189;40.04
01/08/2024;Zone A;0.56;0.03347805;40.04
02/08/2024;Zone A;0.56;0.03347422;40.04
03/08/2024;Zone A;0.56;0.03347038;40.04
04/08/2024;Zone A;0.56;0.03346655;40.04
05/08/2024;Zone A;0.56;0.03346272;40.04
06/08/2024;Zone A;0.56;0.03345888;40.04
07/08/2024;Zone A;0.56;0.03345505;40.04
08/08/2024;Zone A;0.56;0.03345122;40.04
09/08/2024;Zone A;0.56;0.03344739;40.04
10/08/2024;Zone A;0.56;0.03344355;40.04
11/08/2024;Zone A;0.56;0.03343972;40.05
12/08/2024;Zone A;0.56;0.03343589;40.05
13/08/2024;Zone A;0.56;0.03343206;40.05
14/08/2024;Zone A;0.56;0.03342823;40.05
15/08/2024;Zone A;0.56;0.0334244;40.05
16/08/2024;Zone A;0.56;0.03342057;40.05
17/08/2024;Zone A;0.56;0.03341675;40.05
18/08/2024;Zone A;0.56;0.03341292;40.05
19/08/2024;Zone A;0.56;0.03340909;40.05
20/08/2024;Zone A;0.56;0.03340526;40.05
21/08/2024;Zone A;0.56;0.03340144;40.06
22/08/2024;Zone A;0.56;0.03339761;40.06
23/08/2024;Zone A;0.56;0.03339378;40.06
24/08/2024;Zone A;0.56;0.03338996;40.06
25/08/2024;Zone A;0.56;0.03338613;40.06
26/08/2024;Zone A;0.56;0.03338231;40.06
27/08/2024;Zone A;0.56;0.03337848;40.06
28/08/2024;Zone A;0.56;0.03337466;40.06
29/08/2024;Zone A;0.56;0.03337084;40.06
30/08/2024;Zone A;0.56;0.03336702;40.06
31/08/2024;Zone A;0.56;0.03336319;40.06
01/09/2024;Zone A;0.56;0.03335937;40.07
02/09/2024;Zone A;0.56;0.03335555;40.07
03/09/2024;Zone A;0.56;0.03335173;40.07
04/09/2024;Zone A;0.56;0.03334791;40.07
05/09/2024;Zone A;0.56;0.03334409;40.07
06/09/2024;Zone A;0.56;0.03334027;40.07
07/09/2024;Zone A;0.56;0.03333645;40.07
08/09/2024;Zone A;0.56;0.03333263;40.07
09/09/2024;Zone A;0.56;0.03332881;40.07
10/09/2024;Zone A;0.56;0.03332499;40.07
11/09/2024;Zone A;0.56;0.03332118;40.07
12/09/2024;Zone A;0.56;0.03331736;40.08
13/09/2024;Zone A;0.56;0.03331354;40.08
14/09/2024;Zone A;0.56;0.03330973;40.08
15/09/2024;Zone A;0.56;0.03330591;40.08
16/09/2024;Zone A;0.56;0.03330209;40.08
17/09/2024;Zone A;0.56;0.03329828;40.08
18/09/2024;Zone A;0.56;0.03329447;40.08
19/09/2024;Zone A;0.56;0.03329065;40.08
20/09/2024;Zone A;0.56;0.03328684;40.08
21/09/2024;Zone A;0.56;0.03328302;40.08
22/09/2024;Zone A;0.56;0.03327921;40.09
23/09/2024;Zone A;0.56;0.0332754;40.09
24/09/2024;Zone A;0.56;0.03327159;40.09
25/09/2024;Zone A;0.56;0.03326778;40.09
26/09/2024;Zone A;0.56;0.03326397;40.09
27/09/2024;Zone A;0.56;0.03326015;40.09
28/09/2024;Zone A;0.56;0.03325634;40.09
29/09/2024;Zone A;0.56;0.03325253;40.09
30/09/2024;Zone A;0.56;0.03324873;40.09
01/10/2024;Zone A;0.56;0.03324492;40.09
02/10/2024;Zone A;0.56;0.03324111;40.09
03/10/2024;Zone A;0.56;0.0332373;40.1
04/10/2024;Zone A;0.56;0.03323349;40.1
05/10/2024;Zone A;0.56;0.03322969;40.1
06/10/2024;Zone A;0.56;0.03322588;40.1
07/10/2024;Zone A;0.56;0.03322207;40.1
08/10/2024;Zone A;0.56;0.03321827;40.1
09/10/2024;Zone A;0.56;0.03321446;40.1
10/10/2024;Zone A;0.56;0.03321066;40.1
11/10/2024;Zone A;0.56;0.03320685;40.1
12/10/2024;Zone A;0.56;0.03320305;40.1
13/10/2024;Zone A;0.56;0.03319924;40.11
14/10/2024;Zone A;0.56;0.03319544;40.11
15/10/2024;Zone A;0.56;0.03319164;40.11
16/10/2024;Zone A;0.56;0.03318784;40.11
17/10/2024;Zone A;0.56;0.03318403;40.11
18/10/2024;Zone A;0.56;0.03318023;40.11
19/10/2024;Zone A;0.56;0.03317643;40.11
20/10/2024;Zone A;0.56;0.03317263;40.11
21/10/2024;Zone A;0.56;0.03316883;40.11
22/10/2024;Zone A;0.56;0.03316503;40.11
23/10/2024;Zone A;0.56;0.03316123;40.11
24/10/2024;Zone A;0.56;0.03315743;40.12
25/10/2024;Zone A;0.56;0.03315364;40.12
26/10/2024;Zone A;0.56;0.03314984;40.12
27/10/2024;Zone A;0.56;0.03314604;40.12
28/10/2024;Zone A;0.56;0.03314224;40.12
29/10/2024;Zone A;0.56;0.03313845;40.12
30/10/2024;Zone A;0.56;0.03313465;40.12
31/10/2024;Zone A;0.56;0.03313086;40.12
01/11/2024;Zone A;0.56;0.03312706;40.12
02/11/2024;Zone A;0.56;0.03312326;40.12
03/11/2024;Zone A;0.56;0.03311947;40.12
04/11/2024;Zone A;0.56;0.03311568;40.13
05/11/2024;Zone A;0.56;0.03311188;40.13
06/11/2024;Zone A;0.56;0.03310809;40.13
07/11/2024;Zone A;0.56;0.0331043;40.13
08/11/2024;Zone A;0.56;0.0331005;40.13
09/11/2024;Zone A;0.56;0.03309671;40.13
10/11/2024;Zone A;0.56;0.03309292;40.13
11/11/2024;Zone A;0.56;0.03308913;40.13
12/11/2024;Zone A;0.56;0.03308534;40.13
13/11/2024;Zone A;0.56;0.03308155;40.13
14/11/2024;Zone A;0.56;0.03307776;40.14
15/11/2024;Zone A;0.56;0.03307397;40.14
16/11/2024;Zone A;0.56;0.03307018;40.14
17/11/2024;Zone A;0.56;0.03306639;40.14
18/11/2024;Zone A;0.56;0.03306261;40.14
19/11/2024;Zone A;0.56;0.03305882;40.14
20/11/2024;Zone A;0.56;0.03305503;40.14
21/11/2024;Zone A;0.56;0.03305124;40.14
22/11/2024;Zone A;0.56;0.03304746;40.14
23/11/2024;Zone A;0.56;0.03304367;40.14
24/11/2024;Zone A;0.56;0.03303989;40.14
25/11/2024;Zone A;0.56;0.0330361;40.15
26/11/2024;Zone A;0.56;0.03303232;40.15
27/11/2024;Zone A;0.56;0.03302853;40.15
28/11/2024;Zone A;0.56;0.03302475;40.15
29/11/2024;Zone A;0.56;0.03302097;40.15
30/11/2024;Zone A;0.56;0.03301718;40.15
01/12/2024;Zone A;0.56;0.0330134;40.15
02/12/2024;Zone A;0.56;0.03300962;40.15
03/12/2024;Zone A;0.56;0.03300584;40.15
04/12/2024;Zone A;0.56;0.03300206;40.15
05/12/2024;Zone A;0.56;0.03299828;40.16
06/12/2024;Zone A;0.56;0.0329945;40.16
07/12/2024;Zone A;0.56;0.03299072;40.16
08/12/2024;Zone A;0.57;0.03298694;40.16
09/12/2024;Zone A;0.57;0.03298316;40.16
10/12/2024;Zone A;0.57;0.03297938;40.16
11/12/2024;Zone A;0.57;0.0329756;40.16
12/12/2024;Zone A;0.57;0.03297183;40.16
13/12/2024;Zone A;0.57;0.03296805;40.16
14/12/2024;Zone A;0.57;0.03296427;40.16
15/12/2024;Zone A;0.57;0.0329605;40.16
16/12/2024;Zone A;0.57;0.03295672;40.17
17/12/2024;Zone A;0.57;0.03295294;40.17
18/12/2024;Zone A;0.57;0.03294917;40.17
19/12/2024;Zone A;0.57;0.0329454;40.17
20/12/2024;Zone A;0.57;0.03294162;40.17
21/12/2024;Zone A;0.57;0.03293785;40.17
22/12/2024;Zone A;0.57;0.03293407;40.17
23/12/2024;Zone A;0.57;0.0329303;40.17
24/12/2024;Zone A;0.57;0.03292653;40.17
25/12/2024;Zone A;0.57;0.03292276;40.17
26/12/2024;Zone A;0.57;0.03291899;40.18
27/12/2024;Zone A;0.57;0.03291521;40.18
28/12/2024;Zone A;0.57;0.03291144;40.18
29/12/2024;Zone A;0.57;0.03290767;40.18
30/12/2024;Zone A;0.57;0.0329039;40.18
31/12/2024;Zone A;0.57;0.03290014;40.18
01/01/2025;Zone A;0.57;0.03289628;40.18
02/01/2025;Zone A;0.57;0.03289242;40.18
03/01/2025;Zone A;0.57;0.03288856;40.18
04/01/2025;Zone A;0.57;0.0328847;40.18
05/01/2025;Zone A;0.57;0.03288084;40.18
06/01/2025;Zone A;0.57;0.03287699;40.19
07/01/2025;Zone A;0.57;0.03287313;40.19
08/01/2025;Zone A;0.57;0.03286928;40.19
09/01/2025;Zone A;0.57;0.03286542;40.19
10/01/2025;Zone A;0.57;0.03286157;40.19
11/01/2025;Zone A;0.57;0.03285771;40.19
12/01/2025;Zone A;0.57;0.03285386;40.19
13/01/2025;Zone A;0.57;0.03285;40.19
14/01/2025;Zone A;0.57;0.03284615;40.19
15/01/2025;Zone A;0.57;0.0328423;40.19
16/01/2025;Zone A;0.57;0.03283845;40.19
17/01/2025;Zone A;0.57;0.03283459;40.2
18/01/2025;Zone A;0.57;0.03283074;40.2
19/01/2025;Zone A;0.57;0.03282689;40.2
20/01/2025;Zone A;0.57;0.03282304;40.2
21/01/2025;Zone A;0.57;0.03281919;40.2
22/01/2025;Zone A;0.57;0.03281534;40.2
23/01/2025;Zone A;0.57;0.03281149;40.2
24/01/2025;Zone A;0.57;0.03280764;40.2
25/01/2025;Zone A;0.57;0.0328038;40.2
26/01/2025;Zone A;0.57;0.03279995;40.2
27/01/2025;Zone A;0.57;0.0327961;40.21
28/01/2025;Zone A;0.57;0.03279225;40.21
29/01/2025;Zone A;0.57;0.03278841;40.21
30/01/2025;Zone A;0.57;0.03278456;40.21
31/01/2025;Zone A;0.57;0.03278072;40.21
01/02/2025;Zone A;0.57;0.03277687;40.21
02/02/2025;Zone A;0.57;0.03277303;40.21
03/02/2025;Zone A;0.57;0.03276918;40.21
04/02/2025;Zone A;0.57;0.03276534;40.21
05/02/2025;Zone A;0.57;0.0327615;40.21
06/02/2025;Zone A;0.57;0.03275765;40.21
07/02/2025;Zone A;0.57;0.03275381;40.22
08/02/2025;Zone A;0.57;0.03274997;40.22
09/02/2025;Zone A;0.57;0.03274613;40.22
10/02/2025;Zone A;0.57;0.03274229;40.22
11/02/2025;Zone A;0.57;0.03273845;40.22
12/02/2025;Zone A;0.57;0.03273461;40.22
13/02/2025;Zone A;0.57;0.03273077;40.22
14/02/2025;Zone A;0.57;0.03272693;40.22
15/02/2025;Zone A;0.57;0.03272309;40.22
16/02/2025;Zone A;0.57;0.03271925;40.22
17/02/2025;Zone A;0.57;0.03271541;40.23
18/02/2025;Zone A;0.57;0.03271157;40.23
19/02/2025;Zone A;0.57;0.03270774;40.23
20/02/2025;Zone A;0.57;0.0327039;40.23
21/02/2025;Zone A;0.57;0.03270007;40.23
22/02/2025;Zone A;0.57;0.03269623;40.23
23/02/2025;Zone A;0.57;0.03269239;40.23
24/02/2025;Zone A;0.57;0.03268856;40.23
25/02/2025;Zone A;0.57;0.03268473;40.23
26/02/2025;Zone A;0.57;0.03268089;40.23
27/02/2025;Zone A;0.57;0.03267706;40.23
28/02/2025;Zone A;0.57;0.03267323;40.24
01/03/2025;Zone A;0.57;0.03266939;40.24
02/03/2025;Zone A;0.57;0.03266556;40.24
03/03/2025;Zone A;0.57;0.03266173;40.24
04/03/2025;Zone A;0.57;0.0326579;40.24
05/03/2025;Zone A;0.57;0.03265407;40.24
06/03/2025;Zone A;0.57;0.03265024;40.24
07/03/2025;Zone A;0.57;0.03264641;40.24
08/03/2025;Zone A;0.57;0.03264258;40.24
09/03/2025;Zone A;0.57;0.03263875;40.24
10/03/2025;Zone A;0.57;0.03263492;40.25
11/03/2025;Zone A;0.57;0.03263109;40.25
12/03/2025;Zone A;0.57;0.03262727;40.25
13/03/2025;Zone A;0.57;0.03262344;40.25
14/03/2025;Zone A;0.57;0.03261961;40.25
15/03/2025;Zone A;0.57;0.03261579;40.25
16/03/2025;Zone A;0.57;0.03261196;40.25
17/03/2025;Zone A;0.57;0.03260814;40.25
18/03/2025;Zone A;0.57;0.03260431;40.25
19/03/2025;Zone A;0.57;0.03260049;40.25
20/03/2025;Zone A;0.57;0.03259666;40.25
21/03/2025;Zone A;0.57;0.03259284;40.26
22/03/2025;Zone A;0.57;0.03258902;40.26
23/03/2025;Zone A;0.57;0.03258519;40.26
24/03/2025;Zone A;0.57;0.03258137;40.26
25/03/2025;Zone A;0.57;0.03257755;40.26
26/03/2025;Zone A;0.57;0.03257373;40.26
27/03/2025;Zone A;0.57;0.03256991;40.26
28/03/2025;Zone A;0.57;0.03256609;40.26
29/03/2025;Zone A;0.57;0.03256227;40.26
30/03/2025;Zone A;0.57;0.03255845;40.26
31/03/2025;Zone A;0.57;0.03255463;40.27
01/04/2025;Zone A;0.57;0.03255081;40.27
02/04/2025;Zone A;0.57;0.03254699;40.27
03/04/2025;Zone A;0.57;0.03254318;40.27
04/04/2025;Zone A;0.57;0.03253936;40.27
05/04/2025;Zone A;0.57;0.03253554;40.27
06/04/2025;Zone A;0.57;0.03253173;40.27
07/04/2025;Zone A;0.57;0.03252791;40.27
08/04/2025;Zone A;0.57;0.0325241;40.27
09/04/2025;Zone A;0.57;0.03252028;40.27
10/04/2025;Zone A;0.57;0.03251647;40.27
11/04/2025;Zone A;0.57;0.03251265;40.28
12/04/2025;Zone A;0.57;0.03250884;40.28
13/04/2025;Zone A;0.57;0.03250503;40.28
14/04/2025;Zone A;0.57;0.03250121;40.28
15/04/2025;Zone A;0.57;0.0324974;40.28
16/04/2025;Zone A;0.57;0.03249359;40.28
17/04/2025;Zone A;0.57;0.03248978;40.28
18/04/2025;Zone A;0.57;0.03248597;40.28
19/04/2025;Zone A;0.57;0.03248216;40.28
20/04/2025;Zone A;0.57;0.03247835;40.28
21/04/2025;Zone A;0.57;0.03247454;40.28
22/04/2025;Zone A;0.57;0.03247073;40.29
23/04/2025;Zone A;0.57;0.03246692;40.29
24/04/2025;Zone A;0.57;0.03246311;40.29
25/04/2025;Zone A;0.57;0.0324593;40.29
26/04/2025;Zone A;0.57;0.0324555;40.29
27/04/2025;Zone A;0.57;0.03245169;40.29
28/04/2025;Zone A;0.57;0.03244788;40.29
29/04/2025;Zone A;0.57;0.03244408;40.29
30/04/2025;Zone A;0.57;0.03244027;40.29
01/05/2025;Zone A;0.57;0.03243647;40.29
02/05/2025;Zone A;0.57;0.03243266;40.3
03/05/2025;Zone A;0.57;0.03242886;40.3
04/05/2025;Zone A;0.57;0.03242505;40.3
05/05/2025;Zone A;0.57;0.03242125;40.3
06/05/2025;Zone A;0.58;0.03241745;40.3
07/05/2025;Zone A;0.58;0.03241364;40.3
08/05/2025;Zone A;0.58;0.03240984;40.3
09/05/2025;Zone A;0.58;0.03240604;40.3
10/05/2025;Zone A;0.58;0.03240224;40.3
11/05/2025;Zone A;0.58;0.03239844;40.3
12/05/2025;Zone A;0.58;0.03239464;40.3
13/05/2025;Zone A;0.58;0.03239084;40.31
14/05/2025;Zone A;0.58;0.03238704;40.31
15/05/2025;Zone A;0.58;0.03238324;40.31
16/05/2025;Zone A;0.58;0.03237944;40.31
17/05/2025;Zone A;0.58;0.03237564;40.31
18/05/2025;Zone A;0.58;0.03237185;40.31
19/05/2025;Zone A;0.58;0.03236805;40.31
20/05/2025;Zone A;0.58;0.03236425;40.31
21/05/2025;Zone A;0.58;0.03236046;40.31
22/05/2025;Zone A;0.58;0.03235666;40.31
23/05/2025;Zone A;0.58;0.03235287;40.32
24/05/2025;Zone A;0.58;0.03234907;40.32
25/05/2025;Zone A;0.58;0.03234528;40.32
26/05/2025;Zone A;0.58;0.03234148;40.32
27/05/2025;Zone A;0.58;0.03233769;40.32
28/05/2025;Zone A;0.58;0.0323339;40.32
29/05/2025;Zone A;0.58;0.0323301;40.32
30/05/2025;Zone A;0.58;0.03232631;40.32
31/05/2025;Zone A;0.58;0.03232252;40.32
01/06/2025;Zone A;0.58;0.03231873;40.32
02/06/2025;Zone A;0.58;0.03231494;40.32
03/06/2025;Zone A;0.58;0.03231115;40.33
04/06/2025;Zone A;0.58;0.03230736;40.33
05/06/2025;Zone A;0.58;0.03230357;40.33
06/06/2025;Zone A;0.58;0.03229978;40.33
07/06/2025;Zone A;0.58;0.03229599;40.33
08/06/2025;Zone A;0.58;0.0322922;40.33
09/06/2025;Zone A;0.58;0.03228842;40.33
10/06/2025;Zone A;0.58;0.03228463;40.33
11/06/2025;Zone A;0.58;0.03228084;40.33
12/06/2025;Zone A;0.58;0.03227705;40.33
13/06/2025;Zone A;0.58;0.03227327;40.34
14/06/2025;Zone A;0.58;0.03226948;40.34
15/06/2025;Zone A;0.58;0.0322657;40.34
16/06/2025;Zone A;0.58;0.03226191;40.34
17/06/2025;Zone A;0.58;0.03225813;40.34
18/06/2025;Zone A;0.58;0.03225435;40.34
19/06/2025;Zone A;0.58;0.03225056;40.34
20/06/2025;Zone A;0.58;0.03224678;40.34
21/06/2025;Zone A;0.58;0.032243;40.34
22/06/2025;Zone A;0.58;0.03223922;40.34
23/06/2025;Zone A;0.58;0.03223543;40.34
24/06/2025;Zone A;0.58;0.03223165;40.35
25/06/2025;Zone A;0.58;0.03222787;40.35
26/06/2025;Zone A;0.58;0.03222409;40.35
27/06/2025;Zone A;0.58;0.03222031;40.35
28/06/2025;Zone A;0.58;0.03221653;40.35
29/06/2025;Zone A;0.58;0.03221275;40.35
30/06/2025;Zone A;0.58;0.03220898;40.35
01/07/2025;Zone A;0.58;0.0322052;40.35
02/07/2025;Zone A;0.58;0.03220142;40.35
03/07/2025;Zone A;0.58;0.03219764;40.35
04/07/2025;Zone A;0.58;0.03219387;40.36
05/07/2025;Zone A;0.58;0.03219009;40.36
06/07/2025;Zone A;0.58;0.03218631;40.36
07/07/2025;Zone A;0.58;0.03218254;40.36
08/07/2025;Zone A;0.58;0.03217876;40.36
09/07/2025;Zone A;0.58;0.03217499;40.36
10/07/2025;Zone A;0.58;0.03217122;40.36
11/07/2025;Zone A;0.58;0.03216744;40.36
12/07/2025;Zone A;0.58;0.03216367;40.36
13/07/2025;Zone A;0.58;0.0321599;40.36
14/07/2025;Zone A;0.58;0.03215612;40.36
15/07/2025;Zone A;0.58;0.03215235;40.37
16/07/2025;Zone A;0.58;0.03214858;40.37
17/07/2025;Zone A;0.58;0.03214481;40.37
18/07/2025;Zone A;0.58;0.03214104;40.37
19/07/2025;Zone A;0.58;0.03213727;40.37
20/07/2025;Zone A;0.58;0.0321335;40.37
21/07/2025;Zone A;0.58;0.03212973;40.37
22/07/2025;Zone A;0.58;0.03212596;40.37
23/07/2025;Zone A;0.58;0.0321222;40.37
24/07/2025;Zone A;0.58;0.03211843;40.37
25/07/2025;Zone A;0.58;0.03211466;40.38
26/07/2025;Zone A;0.58;0.03211089;40.38
27/07/2025;Zone A;0.58;0.03210713;40.38
28/07/2025;Zone A;0.58;0.03210336;40.38
29/07/2025;Zone A;0.58;0.0320996;40.38
30/07/2025;Zone A;0.58;0.03209583;40.38
31/07/2025;Zone A;0.58;0.03209207;40.38
01/08/2025;Zone A;0.58;0.0320883;40.38
02/08/2025;Zone A;0.58;0.03208454;40.38
03/08/2025;Zone A;0.58;0.03208077;40.38
04/08/2025;Zone A;0.58;0.03207701;40.38
05/08/2025;Zone A;0.58;0.03207325;40.39
06/08/2025;Zone A;0.58;0.03206949;40.39
07/08/2025;Zone A;0.58;0.03206573;40.39
08/08/2025;Zone A;0.58;0.03206196;40.39
09/08/2025;Zone A;0.58;0.0320582;40.39
10/08/2025;Zone A;0.58;0.03205444;40.39
11/08/2025;Zone A;0.58;0.03205068;40.39
12/08/2025;Zone A;0.58;0.03204692;40.39
13/08/2025;Zone A;0.58;0.03204316;40.39
14/08/2025;Zone A;0.58;0.03203941;40.39
15/08/2025;Zone A;0.58;0.03203565;40.4
16/08/2025;Zone A;0.58;0.03203189;40.4
17/08/2025;Zone A;0.58;0.03202813;40.4
18/08/2025;Zone A;0.58;0.03202438;40.4
19/08/2025;Zone A;0.58;0.03202062;40.4
20/08/2025;Zone A;0.58;0.03201686;40.4
21/08/2025;Zone A;0.58;0.03201311;40.4
22/08/2025;Zone A;0.58;0.03200935;40.4
23/08/2025;Zone A;0.58;0.0320056;40.4
24/08/2025;Zone A;0.58;0.03200185;40.4
25/08/2025;Zone A;0.58;0.03199809;40.4
26/08/2025;Zone A;0.58;0.03199434;40.41
27/08/2025;Zone A;0.58;0.03199059;40.41
28/08/2025;Zone A;0.58;0.03198683;40.41
29/08/2025;Zone A;0.58;0.03198308;40.41
30/08/2025;Zone A;0.58;0.03197933;40.41
31/08/2025;Zone A;0.58;0.03197558;40.41
01/09/2025;Zone A;0.58;0.03197183;40.41
02/09/2025;Zone A;0.58;0.03196808;40.41
03/09/2025;Zone A;0.58;0.03196433;40.41
04/09/2025;Zone A;0.58;0.03196058;40.41
05/09/2025;Zone A;0.58;0.03195683;40.42
06/09/2025;Zone A;0.58;0.03195308;40.42
07/09/2025;Zone A;0.58;0.03194933;40.42
08/09/2025;Zone A;0.58;0.03194559;40.42
09/09/2025;Zone A;0.58;0.03194184;40.42
10/09/2025;Zone A;0.58;0.03193809;40.42
11/09/2025;Zone A;0.58;0.03193435;40.42
12/09/2025;Zone A;0.58;0.0319306;40.42
13/09/2025;Zone A;0.58;0.03192686;40.42
14/09/2025;Zone A;0.58;0.03192311;40.42
15/09/2025;Zone A;0.58;0.03191937;40.42
16/09/2025;Zone A;0.58;0.03191562;40.43
17/09/2025;Zone A;0.58;0.03191188;40.43
18/09/2025;Zone A;0.58;0.03190814;40.43
19/09/2025;Zone A;0.58;0.03190439;40.43
20/09/2025;Zone A;0.58;0.03190065;40.43
21/09/2025;Zone A;0.58;0.03189691;40.43
22/09/2025;Zone A;0.58;0.03189317;40.43
23/09/2025;Zone A;0.58;0.03188943;40.43
24/09/2025;Zone A;0.58;0.03188569;40.43
25/09/2025;Zone A;0.58;0.03188195;40.43
26/09/2025;Zone A;0.58;0.03187821;40.44
27/09/2025;Zone A;0.58;0.03187447;40.44
28/09/2025;Zone A;0.59;0.03187073;40.44
29/09/2025;Zone A;0.59;0.03186699;40.44
30/09/2025;Zone A;0.59;0.03186325;40.44
01/10/2025;Zone A;0.59;0.03185952;40.44
02/10/2025;Zone A;0.59;0.03185578;40.44
03/10/2025;Zone A;0.59;0.03185204;40.44
04/10/2025;Zone A;0.59;0.03184831;40.44
05/10/2025;Zone A;0.59;0.03184457;40.44
06/10/2025;Zone A;0.59;0.03184084;40.44
07/10/2025;Zone A;0.59;0.0318371;40.45
08/10/2025;Zone A;0.59;0.03183337;40.45
09/10/2025;Zone A;0.59;0.03182963;40.45
10/10/2025;Zone A;0.59;0.0318259;40.45
11/10/2025;Zone A;0.59;0.03182217;40.45
12/10/2025;Zone A;0.59;0.03181843;40.45
13/10/2025;Zone A;0.59;0.0318147;40.45
14/10/2025;Zone A;0.59;0.03181097;40.45
15/10/2025;Zone A;0.59;0.03180724;40.45
16/10/2025;Zone A;0.59;0.03180351;40.45
17/10/2025;Zone A;0.59;0.03179978;40.46
18/10/2025;Zone A;0.59;0.03179605;40.46
19/10/2025;Zone A;0.59;0.03179232;40.46
20/10/2025;Zone A;0.59;0.03178859;40.46
21/10/2025;Zone A;0.59;0.03178486;40.46
22/10/2025;Zone A;0.59;0.03178113;40.46
23/10/2025;Zone A;0.59;0.0317774;40.46
24/10/2025;Zone A;0.59;0.03177368;40.46
25/10/2025;Zone A;0.59;0.03176995;40.46
26/10/2025;Zone A;0.59;0.03176622;40.46
27/10/2025;Zone A;0.59;0.0317625;40.46
28/10/2025;Zone A;0.59;0.03175877;40.47
29/10/2025;Zone A;0.59;0.03175505;40.47
30/10/2025;Zone A;0.59;0.03175132;40.47
31/10/2025;Zone A;0.59;0.0317476;40.47
01/11/2025;Zone A;0.59;0.03174387;40.47
02/11/2025;Zone A;0.59;0.03174015;40.47
03/11/2025;Zone A;0.59;0.03173643;40.47
04/11/2025;Zone A;0.59;0.03173271;40.47
05/11/2025;Zone A;0.59;0.03172898;40.47
06/11/2025;Zone A;0.59;0.03172526;40.47
07/11/2025;Zone A;0.59;0.03172154;40.48
08/11/2025;Zone A;0.59;0.03171782;40.48
09/11/2025;Zone A;0.59;0.0317141;40.48
10/11/2025;Zone A;0.59;0.03171038;40.48
11/11/2025;Zone A;0.59;0.03170666;40.48
12/11/2025;Zone A;0.59;0.03170294;40.48
13/11/2025;Zone A;0.59;0.03169922;40.48
14/11/2025;Zone A;0.59;0.0316955;40.48
15/11/2025;Zone A;0.59;0.03169179;40.48
16/11/2025;Zone A;0.59;0.03168807;40.48
17/11/2025;Zone A;0.59;0.03168435;40.48
18/11/2025;Zone A;0.59;0.03168064;40.49
19/11/2025;Zone A;0.59;0.03167692;40.49
20/11/2025;Zone A;0.59;0.0316732;40.49
21/11/2025;Zone A;0.59;0.03166949;40.49
22/11/2025;Zone A;0.59;0.03166577;40.49
23/11/2025;Zone A;0.59;0.03166206;40.49
24/11/2025;Zone A;0.59;0.03165835;40.49
25/11/2025;Zone A;0.59;0.03165463;40.49
26/11/2025;Zone A;0.59;0.03165092;40.49
27/11/2025;Zone A;0.59;0.03164721;40.49
28/11/2025;Zone A;0.59;0.0316435;40.5
29/11/2025;Zone A;0.59;0.03163978;40.5
30/11/2025;Zone A;0.59;0.03163607;40.5
01/12/2025;Zone A;0.59;0.03163236;40.5
02/12/2025;Zone A;0.59;0.03162865;40.5
03/12/2025;Zone A;0.59;0.03162494;40.5
04/12/2025;Zone A;0.59;0.03162123;40.5
05/12/2025;Zone A;0.59;0.03161752;40.5
06/12/2025;Zone A;0.59;0.03161381;40.5
07/12/2025;Zone A;0.59;0.03161011;40.5
08/12/2025;Zone A;0.59;0.0316064;40.5
09/12/2025;Zone A;0.59;0.03160269;40.51
10/12/2025;Zone A;0.59;0.03159899;40.51
11/12/2025;Zone A;0.59;0.03159528;40.51
12/12/2025;Zone A;0.59;0.03159157;40.51
13/12/2025;Zone A;0.59;0.03158787;40.51
14/12/2025;Zone A;0.59;0.03158416;40.51
15/12/2025;Zone A;0.59;0.03158046;40.51
16/12/2025;Zone A;0.59;0.03157675;40.51
17/12/2025;Zone A;0.59;0.03157305;40.51
18/12/2025;Zone A;0.59;0.03156935;40.51
19/12/2025;Zone A;0.59;0.03156564;40.52
20/12/2025;Zone A;0.59;0.03156194;40.52
21/12/2025;Zone A;0.59;0.03155824;40.52
22/12/2025;Zone A;0.59;0.03155454;40.52
23/12/2025;Zone A;0.59;0.03155084;40.52
24/12/2025;Zone A;0.59;0.03154714;40.52
25/12/2025;Zone A;0.59;0.03154343;40.52
26/12/2025;Zone A;0.59;0.03153973;40.52
27/12/2025;Zone A;0.59;0.03153604;40.52
28/12/2025;Zone A;0.59;0.03153234;40.52
29/12/2025;Zone A;0.59;0.03152864;40.52
30/12/2025;Zone A;0.59;0.03152494;40.53
31/12/2025;Zone A;0.59;0.03152124;40.53
01/01/2026;Zone A;0.59;0.03151746;40.53
02/01/2026;Zone A;0.59;0.03151368;40.53
03/01/2026;Zone A;0.59;0.03150989;40.53
04/01/2026;Zone A;0.59;0.03150611;40.53
05/01/2026;Zone A;0.59;0.03150233;40.53
06/01/2026;Zone A;0.59;0.03149855;40.53
07/01/2026;Zone A;0.59;0.03149477;40.53
08/01/2026;Zone A;0.59;0.03149099;40.53
09/01/2026;Zone A;0.59;0.03148721;40.54
10/01/2026;Zone A;0.59;0.03148343;40.54
11/01/2026;Zone A;0.59;0.03147965;40.54
12/01/2026;Zone A;0.59;0.03147587;40.54
13/01/2026;Zone A;0.59;0.03147209;40.54
14/01/2026;Zone A;0.59;0.03146831;40.54
15/01/2026;Zone A;0.59;0.03146454;40.54
16/01/2026;Zone A;0.59;0.03146076;40.54
